name,company_number,jurisdiction_code,search_company_type,search_company_name,search_company_jurisdiction_code,search_company_country_code,search_company_company_number,search_company_country_name
HCI IVD HOLDINGS MEMBER LLC,436120-1512,pr,controlling_entity,HCI IVD HOLDINGS MEMBER LLC,us_de,US,7598861,United States of America
MCGILL GLOBAL RISK SOLUTIONS LLC,435761-1512,pr,controlling_entity,MCGILL GLOBAL RISK SOLUTIONS LLC,us_de,US,7551300,United States of America
"SOURCE GLOBAL, PBC",435492-112,pr,controlling_entity,"ZERO MASS WATER, INC.",us_de,US,5625516,United States of America
OTTNO INC.,435256-112,pr,controlling_entity,OTTNO INC.,us_ca,US,3296845,United States of America
"PRASCO, LLC",435-1532,pr,controlling_entity,"PRASCO, LLC",us_oh,US,1304522,United States of America
"LIVANOVA USA, INC.",434573-112,pr,controlling_entity,"LIVANOVA USA, INC.",us_de,US,2145759,United States of America
IGC PHARMA LIMITED LIABILITY COMPANY,434255-1512,pr,controlling_entity,"IGC PHARMA, LLC",us_md,US,W19382928,United States of America
"GLOBAL STRATEGIC MANAGEMENT, INC.",433994-112,pr,controlling_entity,"GLOBAL STRATEGIC MANAGEMENT, INC",us_md,US,D03209707,United States of America
VAGAMUNDO GLOBAL LLC,433848-1512,pr,controlling_entity,VAGAMUNDO GLOBAL LLC,us_fl,US,L16000055589,United States of America
HOPE METROPOLITAN MANAGER CORP.,433354-112,pr,controlling_entity,HOPE METROPOLITAN MANAGER CORP.,us_de,US,7484094,United States of America
"OLIN PARTNERSHIP, LLC",433101-112,pr,controlling_entity,"OLIN PARTNERSHIP, LTD. INC.",us_pa,US,,United States of America
ROCK ELM INC.,432685-112,pr,controlling_entity,Rock Elm Inc.,us_va,US,06732648,United States of America
"M.D.S. BUILDERS, INC.",432415-112,pr,controlling_entity,"M.D.S. BUILDERS, INC.",us_fl,US,K58447,United States of America
"NATIONWIDE MORTGAGE BANKERS, INC.",432182-112,pr,controlling_entity,"NATIONWIDE MORTGAGE BANKERS, INC.",us_de,US,5022261,United States of America
"EBURY FUND 2 NJ, LLC",431983-1512,pr,controlling_entity,EBURY FUND 2 NJ LLC,us_nj,US,0450007357,United States of America
MARTIN CONSTRUCTION RESOURCE LLC,431735-1512,pr,controlling_entity,"MARTIN CONSTRUCTION RESOURCE, LLC",us_de,US,6144327,United States of America
EVERI GAMES INC.,430942-112,pr,controlling_entity,EVERI GAMES INC.,us_de,US,2358311,United States of America
ALLY ENERGY SOLUTIONS LLC,430658-1512,pr,controlling_entity,"ALLY ENERGY SOLUTIONS, LLC",us_ks,US,7809627,United States of America
O'MELVENY & MYERS LLP,430213-812,pr,controlling_entity,O'MELVENY & MYERS LLP,us_ca,US,,United States of America
NEXGEN AVIATION CAPITAL LLC,429673-1512,pr,controlling_entity,NEXGEN AVIATION CAPITAL LLC,us_de,US,4354323,United States of America
"USI CONSULTING GROUP, INC.",429413-112,pr,controlling_entity,"USI CONSULTING GROUP, INC.",us_ct,US,0123502,United States of America
B1OZ LLC,428886-1512,pr,controlling_entity,B1OZ LLC,us_nv,US,E0247932019-3,United States of America
"FOUNDATION RISK PARTNERS, CORP.",428055-112,pr,controlling_entity,"FOUNDATION RISK PARTNERS, CORP.",us_de,US,6277868,United States of America
PONCE CAMPUS DEVELOPMENT LLC,427988-1512,pr,controlling_entity,PONCE CAMPUS DEVELOPMENT LLC,us_de,US,7201582,United States of America
CURIMAN BROKERS GROUP CORP.,427471-112,pr,controlling_entity,CURIMAN BROKERS GROUP CORP,us_tx,US,0802220104,United States of America
CARIBBEAN REHAB LLC,427160-1512,pr,controlling_entity,"CARIBBEAN REHAB, LLC",us_fl,US,L17000050195,United States of America
LONG ISLAND INK CORP.,426762-112,pr,controlling_entity,LONG ISLAND INK CORP.,us_ny,US,3865696,United States of America
BRANDNET INTERNATIONAL GROUP LIMITED LIABILITY COMPANY,426413-1512,pr,controlling_entity,"BRANDNET INTERNATIONAL GROUP, LLC",us_fl,US,L18000013178,United States of America
"LIVING CHURCH OF GOD (INTERNATIONAL), INC.",426095-122,pr,controlling_entity,"Living Church of God (International), Inc.",us_nc,US,0783290,United States of America
"SEL ENGINEERING SERVICES, INC.",425627-112,pr,controlling_entity,"SEL ENGINEERING SERVICES, INC.",us_ny,US,25405,United States of America
BLACKBURN TECHNOLOGIES III L.L.C.,425404-1512,pr,controlling_entity,"BLACKBURN TECHNOLOGIES III, LLC",us_de,US,6453118,United States of America
"NEW DIRECTIONS BEHAVIORAL HEALTH, L.L.C.",425087-1512,pr,controlling_entity,"NEW DIRECTIONS BEHAVIORAL HEALTH, L.L.C.",us_mo,US,LC0002303,United States of America
EMPIRE TECHNOLOGICAL GROUP LIMITED,424511-112,pr,controlling_entity,EMPIRE TECHNOLOGICAL GROUP LIMITED CORP.,us_nv,US,,United States of America
INTERSTATE REALTY MANAGEMENT COMPANY,424100-112,pr,controlling_entity,INTERSTATE REALTY MANAGEMENT COMPANY,us_nj,US,4927377500,United States of America
"PENNROSE, LLC",423817-1512,pr,controlling_entity,Pennrose LLC,us_pa,US,6575558,United States of America
WORLEY GROUP INC.,423473-112,pr,controlling_entity,WORLEY GROUP INC.,us_de,US,886744,United States of America
"TRAUMA FILM PRODUCTION PR, LLC",423283-1512,pr,controlling_entity,"TRAUMA FILM PRODUCTION PR, LLC",us_de,US,7283926,United States of America
SILVER AIRWAYS LLC,422990-1512,pr,controlling_entity,SILVER AIRWAYS LLC,us_de,US,4927930,United States of America
INNOVATIVE VENDING SOLUTIONS L.L.C.,422734-1512,pr,controlling_entity,INNOVATIVE VENDING SOLUTIONS LLC,us_nj,US,0400098701,United States of America
VISA GLOBAL SERVICES INC.,422164-112,pr,controlling_entity,VISA GLOBAL SERVICES INC.,us_de,US,7078948,United States of America
"ROBINHOOD CRYPTO, LLC",421620-1512,pr,controlling_entity,"ROBINHOOD CRYPTO, LLC",us_de,US,6653933,United States of America
"SMARTLINK, LLC",421273-1512,pr,controlling_entity,"SMARTLINK, LLC",us_md,US,W06090096,United States of America
ACCOUNTS RECEIVABLE AUTOMATED SOLUTIONS INC.,420730-112,pr,controlling_entity,ACCOUNTS RECEIVABLE AUTOMATED SOLUTIONS INC.,us_de,US,4698210,United States of America
BEACON SALES ACQUISITION INC.,420369-112,pr,controlling_entity,"BEACON SALES ACQUISITION, INC.",us_de,US,2775137,United States of America
"ÖSSUR AMERICAS, INC.",420047-112,pr,controlling_entity,"OSSUR AMERICAS, INC.",us_ca,US,1649247,United States of America
"VM CONSOLIDATED, INC.",419930-112,pr,controlling_entity,"VM CONSOLIDATED, INC.",us_de,US,4590683,United States of America
GLOBAL CLAIM ADVISORS LIMITED LIABILITY COMPANY,419448-1512,pr,controlling_entity,GLOBAL CLAIM ADVISORS LLC,us_de,US,7096168,United States of America
"SUNRUN CYGNUS MANAGER 2018, LLC",419214-1512,pr,controlling_entity,"SUNRUN CYGNUS MANAGER 2018, LLC",us_de,US,6911087,United States of America
POWERSCHOOL GROUP LLC,418797-1512,pr,controlling_entity,POWERSCHOOL GROUP LLC,us_de,US,5776803,United States of America
SYNAPSE SERVICES LLC,418404-1512,pr,controlling_entity,SYNAPSE SERVICES LLC,us_ny,US,2846521,United States of America
AAA AMC LLC,417909-1512,pr,controlling_entity,AAA AMC LLC,us_nv,US,,United States of America
"HDR ENVIRONMENTAL, OPERATIONS AND CONSTRUCTION, INC.",416961-112,pr,controlling_entity,"HDR ENVIRONMENTAL, OPERATIONS, AND CONSTRUCTIONS, INC.",us_co,US,,United States of America
CTF HOUSING OF DELAWARE INC.,416530-112,pr,controlling_entity,CTF HOUSING OF DELAWARE INC.,us_de,US,7066249,United States of America
FRANK SIDDONS INS AGENCY FORT WORTH INCORPORATED,416357-112,pr,controlling_entity,FRANK SIDDONS INS AGENCY FORT WORTH INCORPORATED,us_tx,US,,United States of America
"MASTERS DRUG COMPANY, INC.",415826-112,pr,controlling_entity,"MASTERS DRUG COMPANY, INC.",us_oh,US,,United States of America
"VERDANT COMMERCIAL CAPITAL, LLC",415511-1512,pr,controlling_entity,"VERDANT COMMERCIAL CAPITAL, LLC",us_de,US,6365734,United States of America
"ADS SYSTEM SAFETY CONSULTING, LLC",414988-1512,pr,controlling_entity,"ADS SYSTEM SAFETY CONSULTING, LLC",us_md,US,W14196117,United States of America
CENTER FOR EDUCATIONAL INNOVATION INC.,414701-122,pr,controlling_entity,CENTER FOR EDUCATIONAL INNOVATION INC.,us_ny,US,1939335,United States of America
"ARBOR E&T, LLC",414426-1512,pr,controlling_entity,"ARBOR E&T, LLC",us_ky,US,0548475,United States of America
BARCLAYS CAPITAL REAL ESTATE INC.,414332-112,pr,controlling_entity,BARCLAYS CAPITAL REAL ESTATE INC.,us_de,US,3795732,United States of America
SAGRADO CORAZON AFFORDABLE LLC,413784-1512,pr,controlling_entity,SAGRADO CORAZON AFFORDABLE LLC,us_de,US,6891595,United States of America
WIRELESS SUPPLY SERVICES LLC,413431-1512,pr,controlling_entity,"WIRELESS SUPPLY SERVICES, LLC",us_de,US,4882811,United States of America
PLEXOS GROUP L.L.C.,413063-1512,pr,controlling_entity,"PLEXOS GROUP, L.L.C.",us_la,US,40804797K,United States of America
"ERNST & YOUNG CAPITAL ADVISORS, LLC",412934-1512,pr,controlling_entity,"ERNST & YOUNG CAPITAL ADVISORS, LLC",us_de,US,4750444,United States of America
J&M GLOBAL SOLUTIONS LLC,412705-1512,pr,controlling_entity,J&M Global Solutions LLC,us_va,US,S2410936,United States of America
T&M ASSOCIATES CORP.,412462-112,pr,controlling_entity,T & M ASSOCIATES,us_nj,US,8894590000,United States of America
"MCMULLAN & ASSOCIATES, INC.",412031-112,pr,controlling_entity,"MCMULLAN & ASSOCIATES, INC.",us_va,US,03167715,United States of America
HIGHLAND CITY CHAMBER OF COMMERCE INC.,411893-122,pr,controlling_entity,HIGHLAND CITY CHAMBER OF COMMERCE INC,us_fl,US,N14000008103,United States of America
SYSKA HENNESSY GROUP INC.,411552-112,pr,controlling_entity,"SYSKA HENNESSY GROUP, INC.",us_ny,US,45070,United States of America
"FAMILY ENDEAVORS, INC.",411106-122,pr,controlling_entity,"Family Endeavors, Inc.",us_tx,US,0029588601,United States of America
"COOK & BOARDMAN, LLC",410969-1512,pr,controlling_entity,"Cook & Boardman, LLC",us_nc,US,1181400,United States of America
ANKAR INVESTMENT GROUP LLC,410633-1512,pr,controlling_entity,ANKAR INVESTMENT GROUP LLC,us_fl,US,L17000158362,United States of America
"WIPRO BUSINESS SERVICES, LLC",410349-1512,pr,controlling_entity,"WIPRO BUSINESS SERVICES, LLC",us_de,US,,United States of America
FIVE RIVERS RX LLC,410022-1512,pr,controlling_entity,Five Rivers RX LLC,us_pa,US,6538964,United States of America
"APR ENERGY, LLC",409680-1512,pr,controlling_entity,"APR ENERGY, LLC",us_fl,US,L05000110400,United States of America
AMADA CAPITAL CORPORATION,409240-112,pr,controlling_entity,AMADA CAPITAL CORPORATION,us_ca,US,1056866,United States of America
PORTAL DE SABRINA LLC,408816-1512,pr,controlling_entity,PORTAL DE SABRINA LLC,us_de,US,6836888,United States of America
CARIBBEAN CARE CHARITY CORPORATION,408577-122,pr,controlling_entity,Caribbean Care Charity,us_sc,US,891036,United States of America
"FINBACK 670, INC.",408357-112,pr,controlling_entity,"FINBACK 670, INC",us_md,US,D11183175,United States of America
EDUCATIONAL MEDIA FOUNDATION INC.,407919-122,pr,controlling_entity,EDUCATIONAL MEDIA FOUNDATION,us_ca,US,1047550,United States of America
"INVERSOL, LLC",407516-1512,pr,controlling_entity,"INVERSOL, LLC",us_de,US,6799862,United States of America
SKYLINE PUBLIC ADJUSTERS LLC,407275-1512,pr,controlling_entity,"SKYLINE PUBLIC ADJUSTERS, LLC",us_de,US,6084360,United States of America
"NEXTEP, INC.",407192-112,pr,controlling_entity,"NEXTEP, INC.",us_tx,US,0012530206,United States of America
"CAYO LARGO LAND G, LLC",407-1532,pr,controlling_entity,"CAYO LARGO LAND G, LLC",us_de,US,4340090,United States of America
TURN THE YOUTH AROUND,406712-122,pr,controlling_entity,TURN THE YOUTH AROUND,us_ca,US,2591241,United States of America
"KINGDOM INSURANCE GROUP, LLC",406399-1512,pr,controlling_entity,"KINGDOM INSURANCE GROUP, LLC",us_fl,US,L05000049599,United States of America
"ALL HANDS AND HEARTS SMART RESPONSE, INC.",406036-122,pr,controlling_entity,"ALL HANDS AND HEARTS SMART RESPONSE, INC.",us_ma,US,203414952,United States of America
INSTITUTE FOR BUILDING TECHNOLOGY AND SAFETY,405650-122,pr,controlling_entity,INSTITUTE FOR BUILDING TECHNOLOGY AND SAFETY,us_va,US,04899647,United States of America
MPACT STRATEGIC CONSULTING LIMITED LIABILITY COMPANY,405174-1512,pr,controlling_entity,Mpact Strategic Consulting LLC,us_tx,US,0800768617,United States of America
ARCUS CONSULTING GROUP LLC,404973-1512,pr,controlling_entity,Arcus Consulting Group LLC,us_dc,US,EXTUID_4131321,United States of America
IWG-TLA ENCANTO 1 LLC,404626-1512,pr,controlling_entity,"IWG-TLA ENCANTO 1, LLC",us_de,US,6733476,United States of America
HAGERTY CONSULTING INC.,404227-112,pr,controlling_entity,"HAGERTY CONSULTING, INC.",us_il,US,CORP_62336633,United States of America
HANSON PROFESSIONAL SERVICES INC.,403998-112,pr,controlling_entity,HANSON PROFESSIONAL SERVICES INC.,us_de,US,605904,United States of America
R/S ELECTRIC UTILITY SERVICES CORP.,403663-112,pr,controlling_entity,R/S ELECTRIC UTILITY SERVICES CORP.,us_mo,US,00494002,United States of America
"EAST HOLLOW, LLC",403402-1512,pr,controlling_entity,"EAST HOLLOW, LLC",us_ny,US,3603701,United States of America
"BCPEABODY CONSTRUCTION SERVICES, LLC",403166-1512,pr,controlling_entity,"BCPEABODY CONSTRUCTION SERVICES, LLC",us_fl,US,L13000175976,United States of America
"TAPESTRY, INC.",402838-112,pr,controlling_entity,"TAPESTRY, INC.",us_md,US,D03076999,United States of America
"TSG PUERTO RICO, LLC",402590-1512,pr,controlling_entity,"TSG PUERTO RICO, LLC",us_de,US,6592930,United States of America
HUMANE SOCIETY INTERNATIONAL,402280-122,pr,controlling_entity,HUMANE SOCIETY INTERNATIONAL,us_dc,US,EXTUID_2818782,United States of America
SHUSHOP 3 L.L.C.,402106-1512,pr,controlling_entity,SHUSHOP 3 LLC,us_fl,US,L17000077094,United States of America
QUALITY CLAIMS MANAGEMENT CORPORATION,401948-112,pr,controlling_entity,QUALITY CLAIMS MANAGEMENT CORPORATION,us_ca,US,2598971,United States of America
CHRISTIAN AID MINISTRIES,401670-122,pr,controlling_entity,CHRISTIAN AID MINISTRIES,us_oh,US,570750,United States of America
WSP USA SERVICES INC.,401468-112,pr,controlling_entity,WSP USA SERVICES INC.,us_de,US,2166321,United States of America
MINT:ANUNCIANDO SU VENIDA INC.,401364-122,pr,controlling_entity,MINT:ANUNCIANDO SU VENIDA INC.,us_ma,US,,United States of America
J & D DISASTER MANAGEMENT LLC,401229-1512,pr,controlling_entity,J & D DISASTER MANAGEMENT LLC,us_la,US,42825371K,United States of America
"PCC SUB-CDE I, LLC",401011-1512,pr,controlling_entity,"PCC SUB-CDE I, LLC",us_de,US,6542517,United States of America
URBAN STRATEGIES L.L.C.,400872-1512,pr,controlling_entity,"URBAN STRATEGIES, L.L.C.",us_va,US,S0907859,United States of America
TRINITY GLOBAL CONSULTING LLC,400768-1512,pr,controlling_entity,"TRINITY GLOBAL CONSULTING, LLC",us_va,US,S3720499,United States of America
GGG OF PUERTO RICO INC.,400697-112,pr,controlling_entity,GGG OF PUERTO RICO INC.,us_md,US,,United States of America
COSMIC GROUP USA INC.,400534-112,pr,controlling_entity,"COSMIC GROUP USA, INC",us_fl,US,P10000092857,United States of America
"POWERSECURE, INC.",400347-112,pr,controlling_entity,"POWERSECURE, INC.",us_de,US,3278285,United States of America
SUNNOVA HELIOS II ISSUER LLC,399763-1512,pr,controlling_entity,"SUNNOVA HELIOS II ISSUER, LLC",us_de,US,6508097,United States of America
"SUBWAY MYWAY, LLC",399271-1512,pr,controlling_entity,"Subway MyWay, LLC",us_va,US,S6553426,United States of America
CRT-BC SOLAR LLC,398867-1512,pr,controlling_entity,"CRT-BC SOLAR, LLC",us_ny,US,5096391,United States of America
FS CREIT ORIGINATOR LLC,398166-1512,pr,controlling_entity,FS CREIT ORIGINATOR LLC,us_de,US,6430129,United States of America
"ANDY FRAIN SERVICES, INC.",397506-112,pr,controlling_entity,"ANDY FRAIN SERVICES, INC.",us_il,US,CORP_59925369,United States of America
HISUN PHARMACEUTICALS USA INC.,396844-112,pr,controlling_entity,"HISUN PHARMACEUTICALS USA, INC.",us_de,US,4754829,United States of America
"MITSUBISHI TANABE PHARMA AMERICA, INC.",396001-112,pr,controlling_entity,"MITSUBISHI TANABE PHARMA AMERICA, INC.",us_nj,US,0101039920,United States of America
ANDENO CO,395198-112,pr,controlling_entity,ANDENO CO,us_de,US,5946385,United States of America
BEYOND WIRELESS ACCESORIES INC INC.,394719-112,pr,controlling_entity,BEYOND WIRELESS ACCESORIES INC INC.,us_fl,US,,United States of America
"MARKETPLACE MINISTRIES, INC.",394-122,pr,controlling_entity,"Marketplace Ministries, Inc.",us_tx,US,0067702301,United States of America
MUVE ARCHITECTURE LLC,393807-1512,pr,controlling_entity,"MUVE ARCHITECTURE, LLC",us_fl,US,L15000163967,United States of America
CONSULTING AND AVIATION SERVICES OF PUERTO RICO LLC,393382-1512,pr,controlling_entity,CONSULTING AND AVIATION SERVICES OF PUERTO RICO LLC,us_il,US,,United States of America
BOCKS INC. D/B/A AS CLEANCULT CORPORATION,392893-112,pr,controlling_entity,BOCKS INC. D/B/A AS CLEANCULT CORPORATION,us_de,US,,United States of America
"TALLER CUBE, LLC",392388-1512,pr,controlling_entity,"TALLER CUBE, LLC",us_de,US,6149924,United States of America
ADVANTMED L.L.C.,391852-1512,pr,controlling_entity,SAP CONSULTING SERVICES,us_ca,US,3179241,United States of America
"SUNNOVA TEP I HOLDINGS, LLC",391704-1512,pr,controlling_entity,"SUNNOVA TEP I HOLDINGS, LLC",us_de,US,6302482,United States of America
"SERVICELINK VALUATION SOLUTIONS, LLC",390859-1512,pr,controlling_entity,"SERVICELINK VALUTION SOLUTIONS, LLC",us_de,US,,United States of America
"BRIGHTHOUSE SECURITIES, LLC",390136-1512,pr,controlling_entity,"BRIGHTHOUSE SECURITIES, LLC",us_de,US,825370,United States of America
"NORTHERN AIR CARGO, LLC",389681-112,pr,controlling_entity,"Northern Air Cargo, LLC",us_ak,US,9229D,United States of America
"WEGOLOOK, LLC",389132-1512,pr,controlling_entity,"WEGOLOOK, LLC",us_ok,US,3512244731,United States of America
CONNECTED CONSULTING SERVICES LLC,388755-1512,pr,controlling_entity,CONNECTED CONSULTING SERVICES LLC,us_il,US,LLC_03244938,United States of America
"RETAIL EXECUTION EAST, LLC",387342-1512,pr,controlling_entity,"RETAIL EXECUTION EAST, LLC",us_de,US,6151263,United States of America
MORETON & COMPANY CORPORATION,387113-112,pr,controlling_entity,MORETON & COMPANY CORPORATION,us_ut,US,,United States of America
"LONG LAKE MSR, INC.",386696-112,pr,controlling_entity,"LONG LAKE MSR, INC.",us_ma,US,,United States of America
MINISTERIO DALE AL POBRE INC.,386180-122,pr,controlling_entity,MINISTERIO DALE AL POBRE INC.,us_in,US,2016022400704,United States of America
CASHMAN DREDGING AND MARINE CONTRACTINGCO LLC,385739-1512,pr,controlling_entity,CASHMAN DREDGING AND MARINE CONTRACTINGCO LLC,us_ma,US,,United States of America
AGITARTE INC.,385507-122,pr,controlling_entity,AGITARTE INC.,us_ma,US,043420465,United States of America
YING Y YANG WORLDWIDE INC.,383732-112,pr,controlling_entity,"YING Y YANG WORLDWIDE, INC.",us_fl,US,P16000075192,United States of America
BELL TECHNICAL SERVICES INC.,383293-112,pr,controlling_entity,BELL TEXTRON TECHNICAL SERVICES INC.,us_de,US,2222728,United States of America
"PACIFIC ENERGY CONCEPTS, L.L.C.",381852-1512,pr,controlling_entity,"PACIFIC ENERGY CONCEPTS, LLC",us_wa,US,602937380,United States of America
"HUNTER WARFIELD, INC.",381648-112,pr,controlling_entity,"HUNTER WARFIELD, INC",us_md,US,D10301380,United States of America
AVALON RISK MANAGEMENT INSURANCE AGENCY LLC,381054-1512,pr,controlling_entity,AVALON RISK MANAGEMENT INSURANCE AGENCY LLC,us_ct,US,0794676,United States of America
ALEX SPEEDY SERVICES CORPORATION,378385-112,pr,controlling_entity,ALEX SPEEDY SERVICES CORP,us_ny,US,4669557,United States of America
"SELECTSOLUTIONS INSURANCE SERVICES, INC.",377952-112,pr,controlling_entity,"SELECTSOLUTIONS INSURANCE SERVICES, INC.",us_de,US,5213602,United States of America
"AEG MANAGEMENT PR, LLC",374909-1512,pr,controlling_entity,"AEG MANAGEMENT PR, LLC",us_de,US,6064351,United States of America
