grantee,registration_index,corp_name,status_es,match_type
"Detalles En Madera, Inc. (F.K.A. Maderas 3C, Inc.)",310896-111,"DETALLES EN MADERA , INC.",ACTIVA,search_aprobado
"Detalles en Madera, Inc.",310896-111,"DETALLES EN MADERA , INC.",ACTIVA,search_aprobado
Flexible Packaging Company,32435-111,FLEXIBLE PACKAGING COMPANY INC.,CANCELADA,search_aprobado
"COMPLETE COACH WORKS, INC.",15027-112,COMPLETE  COACH  WORKS,CANCELADA,search_aprobado
ALSCO ALUMINUM CORP,8780-111,"ALSCO ALUMINUM CORPORATION (ALSCO ALUMINUM, CORP.)",ACTIVA,search_aprobado
Alsco Aluminum Corp.,8780-111,"ALSCO ALUMINUM CORPORATION (ALSCO ALUMINUM, CORP.)",ACTIVA,search_aprobado
ROVIRA BISCUIT CORPORATION & PONCE CAN COMPANY INC.,2307-111,ROVIRA BISCUIT CORPORATION,ACTIVA,search_aprobado
FMC TECHNOLOGIES AG-PUERTO RICO BRANCH,10224-112,FMC TECHNOLOGIES AG,DISUELTA,search_aprobado
"BOND STREET MANAGEMENT, LLC/ARCO CAPITAL MANAGEMENT, LLC (FORMERLY CAPMAR HOLDINGS, LL) / CARCO INTERNATIONAL GROUP, LLC / ARCO REAL ESTATE, LLC / ARCO CAPITAL HOLDING, LLC / ACM HOLDINGS, LLC / ACM INVESTMENTS, LLC / ACM VENTURES, LLC / ACM SPECIAL SITUATIONS, LLC / ARCO SPECIAL OPPORTUNITIES, LLC(NEW BOND)",588-1531,ACM SPECIAL OPPORTUNITIES LLC,ACTIVA,search_aprobado
"PROCTER & GAMBLE PHARMACEUTICALS PUERTO RICO, INC.",597-112,PROCTER & GAMBLE COMMERCIAL,CANCELADA,search_aprobado
Northrop Grumman Electrical,9750-112,"NORTHROP GRUMMAN ELECTRONICOS, INC.",DISUELTA,search_aprobado
OMJ Pharmaceuticals,9007-112,"OMJ PHARMACEUTICALS, INC.",ACTIVA,search_aprobado
"South Puerto Rico Towing and Boat Services, Inc",6764-111,"SOUTH PUERTO RICO TOWING & BOAT SERVICE, INC.",ACTIVA,search_aprobado
"CARIBE AHU SYSTEMS, INC.",120101-111,CARIBE AHU SYSTEM INC.,ACTIVA,search_aprobado
Master Aggregates Toa Baja Corp,39201-111,MASTER AGGREGATES TOA BAJA CORPORATION,FUSIONADA,search_aprobado
"Master Aggregates Toa Baja, Corp",39201-111,MASTER AGGREGATES TOA BAJA CORPORATION,FUSIONADA,search_aprobado
"BP Products North America, Inc.",11942-112,BP PRODUCTS NORTH AMERICA  INC.,ACTIVA,search_aprobado
Cutler Hammer de Puerto Rico Co.,11612-112,CUTLER-HAMMER COMPANY,DISUELTA,search_aprobado
RIDGE TOP PARTNERS,142680-111,"RIDGE TOP PARTNERS, INC.",CANCELADA,search_aprobado
"VENTION MEDICAL PUERTO RICO, INC. (antes MEDTECH PUERTO RICO, INC.(MEDTECH PLASTICS PUERTO RICO, INC.)",8055-112,"MEDTECH PLASTICS PUERTO RICO, INC.",CANCELADA,search_aprobado
PUERTO RICO WOOD TREATING INDUSTRIES INC,5374-111,"WOOD TREATING INDUSTRIES,INC.",CANCELADA,search_aprobado
Chesebrough Pond's,1010-112,CHESEBROUGH-POND'S INTERNATIONAL LTD.,CANCELADA,search_aprobado
"CCL INSERTCO DE PUERTO RICO, INC.
CCL LABEL DE PUERTO RICO, INC.",96420-111,"CCL LABEL DE PUERTO RICO, INC.",DISUELTA,search_aprobado
Robert Gas Cylinder Co,65708-111,"ROBERT GAS CYLINDER COMPANY, INC.",ACTIVA,search_aprobado
Rosario Aluminum Mfg ,113804-111,"ROSARIO ALUMINUM MFG, INC.",ACTIVA,search_aprobado
DNS ALUMINUM INCORPORATION,396143-111,DNS ALUMINUM INCORPORATED,ACTIVA,search_aprobado
"CLOROX MANUFACTURING COMPANY OF PUERTO RICO, INC.",159593-111,"CLOROX  MANUFACTURING COMPANY OF PUERTO RICO, INC.",ACTIVA,search_aprobado
"CLOROX MANUFACTURING COMPANY OF PUERTO RICO,INC.",159593-111,"CLOROX  MANUFACTURING COMPANY OF PUERTO RICO, INC.",ACTIVA,search_aprobado
MAREY HEATER CORP.,4555-111,MAREY HEATER CORPORATION,ACTIVA,search_aprobado
MAREY HEATER CORP,4555-111,MAREY HEATER CORPORATION,ACTIVA,search_aprobado
"CASA GRANDE INTERACTIVE COMMUNICATIONS, INC.",153905-111,"CASA GRANDE INTERACTIVE COMMUNICATIONS,  INC.",ACTIVA,search_aprobado
"NEW YORK WIPING & INDUSTRIAL CO., INC.",16341-111,"NEW YORK WIPING AND INDUSTRIAL PRODUCTS CO., INC",FUSIONADA,search_aprobado
Fortaleza Windows and Doors Corp,159094-111,FORTALEZA WINDOWS  AND DOORS  CORP.,CANCELADA,search_aprobado
Pirette Draperies Inc.,70754-111,"DRAPERY CREATIONS OF PIRETTE, INC.",ACTIVA,search_aprobado
Expo Display Caribbean Inc.,135216-111,EXPO DISPLAYS CARIBBEAN INC.,ACTIVA,search_aprobado
Julio Castaño Aparicio,30994-111,"JULIO APARICIO, INC.",CANCELADA,search_aprobado
TRUENORTH INFORMATION TECHNOLOGIES,172829-1011,"TRUENORTH INFORMATION TECHNOLOGIES SERVICES, INC.",ACTIVA,search_aprobado
Watson Laboratories Caribe,8564-112,"WATSON LABORATORIES CARIBE, INC.",CANCELADA,search_aprobado
CURTIS INSTRUMENTS PUERTO RICO,7249-112,"CURTIS INSTRUMENTS (PUERTO RICO), INC.",ACTIVA,search_aprobado
Gelato Amore Mio MFG,110129-111,"GELATO AMORE MIO, CORP.",CANCELADA,search_aprobado
"MAYS CHEMICAL COMPANY OF PR, INC.",10979-112,"MAYS CHEMICAL COMPANY, INC.",CANCELADA,search_aprobado
"BLUEWATER DEFENSE, INF/ (F/K/A : DJ MANUFACTURING CORP.)",67775-111,"BLUEWATER DEFENSE, INC.",ACTIVA,search_aprobado
MEDTRONIC PUERTO RICO OPERATIONS COMPANY,11897-112,MEDTRONIC PUERTO RICO  OPERATIONS CO.,ACTIVA,search_aprobado
MEDTRONIC PUERTO RICO OPERATIONS CO.,11897-112,MEDTRONIC PUERTO RICO  OPERATIONS CO.,ACTIVA,search_aprobado
"UNIPRO ARCHITECTS, ENGINEERS AND PLANNERS",289-811,"UNIPRO ARCHITECTS AND ENGINEERS, LLP.",EXPIRADA,search_aprobado
Ardagh Metal Packaging PR Inc.,114817-111,ARDAGH METAL PACKAGING PUERTO RICO INC,DISUELTA,search_aprobado
"NESTLE PUERTO RICO, INC. / (FORMERLY KNOWN AS) GERBER PRODUCTS COMPANY OF PUERTO RICO, INC.",14211-111,"GERBER PRODUCTS COMPANY OF PUERTO RICO, INC.",CANCELADA,search_aprobado
"SMART MODULAR, TECHNOLOGIES (PUERTO RICO), INC. / DSC OF PUERTO RICO, INC. ",10850-112,"SMART MODULAR TECHNOLOGIES (PUERTO RICO), INC.",CANCELADA,search_aprobado
IMPRESO EMMANUELLI INC,63458-111,"IMPRESOS EMMANUELLI, INC.",ACTIVA,search_aprobado
"Garments & Embroideries Puerto Rico, Inc.",107688-111,"GARMENTS & EMBROIDERIES PUERTO RICO , INC.",CONVERSIÓN,search_aprobado
"Petroleum Emulsion Manufacturing, Corp",45885-111,PETROLEUM EMULSION MANUFACTURING CORPORATION,ACTIVA,search_aprobado
"AKM MFG., INC.				
",76784-111,"AKM MFG., INC.",ACTIVA,search_aprobado
"INDUSTRIAS DECORATIVAS DE PUERTO RICO, INC.",47318-111,"INDUSTRIA DECORATIVA DE PUERTO RICO, INC.",CANCELADA,search_aprobado
"Excellere Consulting Associates , Inc.",81570-1011,"EXCELLERE CONSULTING ASSOCIATES, INC.",ACTIVA,search_aprobado
"BLANCO & RIERA, INC.",2268-111,"BLANCO Y RIERA, INC.",ACTIVA,search_aprobado
CARIBE OPTI LAB,50653-111,"CARIBE OPTI LAB , INC.",ACTIVA,search_aprobado
Caribe Opti Lab,50653-111,"CARIBE OPTI LAB , INC.",ACTIVA,search_aprobado
JANSSEN ORTHO LLC AND AFFILIATES,12-1532,JANSSEN ORTHO LLC,ACTIVA,search_aprobado
Janssen Ortho LLC and Affiliates,12-1532,JANSSEN ORTHO LLC,ACTIVA,search_aprobado
Rigid Pak Corp,36126-111,RIGID-PAK CORPORATION,ACTIVA,search_aprobado
"MARXUACH PRECAST SOLUTIONS CORP (ANTES MARXUACH & LONGO, INC.)",114723-111,"MARXUACH PRECAST SOLUTIONS, LLC",ACTIVA,search_aprobado
Syngenta Seeds Inc.,10202-1512,"SYNGENTA SEEDS, LLC.",ACTIVA,search_aprobado
"VIRTUAL EDUCATIONAL RESOURCES NETWORK, INC.",108521-111,"VIRTUAL EDUCATIONAL RESOURCES NETWORK, INC. (VERNET)",FUSIONADA,search_aprobado
"A New Vision in Education Services & Material, Inc",85857-111,"A NEW VISION IN EDUCATIONAL SERVICES AND MATERIALS, INC.",ACTIVA,search_aprobado
AMI DODUCO (PR) LLC / METALOR ELECTROTECHNICS (PR) LLC,259-1532,"METALOR ELECTROTECHNICS (PUERTO RICO), LLC",ACTIVA,search_aprobado
Tender Mill Inc.,95990-111,"TENDER MILLS, INC.",CANCELADA,search_aprobado
"TECHNO-PLASTICS INDUSTRIES, INC.",78312-111,"TECHNO PLASTICS INDUSTRIES, INC.",ACTIVA,search_aprobado
Aguas Puras del Caribe,147028-111,AGUAS PURAS DEL CARIBE INC.,CANCELADA,search_aprobado
Pfizer Pharmaceuticals LLC,3618-112,"PFIZER PHARMACEUTICALS, INC.",CANCELADA,search_aprobado
PFIZER PHARMACEUTICALS LLC,3618-112,"PFIZER PHARMACEUTICALS, INC.",CANCELADA,search_aprobado
"Pfizer Pharmaceuticals, LLC",3618-112,"PFIZER PHARMACEUTICALS, INC.",CANCELADA,search_aprobado
Droguería Antillana,113533-111,"DROGUERIA ANTILLANA, INC.",DISUELTA,search_aprobado
INCO Business Furniture Inc.,69357-111,INCO BUSINESS FURNITURE CORP.,ACTIVA,search_aprobado
PACE ANALYTICAL,137855-111,"PACE ANALYTICAL, INC.",ACTIVA,search_aprobado
Pace Analytical,137855-111,"PACE ANALYTICAL, INC.",ACTIVA,search_aprobado
GPI General Procurement,159842-111,"GPI GENERAL PROCUREMENT OF PUERTO RICO, INC.",DISUELTA,search_aprobado
Powerline Electrical Product Corp,141905-1011,POWERLINE ELECTRICAL PRODUCTS CORP.,CANCELADA,search_aprobado
Favorita Biscuit Corporation,22272-111,FAVORITA BISCUIT CORP.,ACTIVA,search_aprobado
"ECOLOGICA CARMELO, INC. / PREVIOUS: (INDUSTRIAS CARMELO, INC.)",123697-111,"ECOLOGICA CARMELO, INC.",ACTIVA,search_aprobado
"V. B. CARIBE, INC. (Va Bien International, Inc.)",104134-111,"VA BIEN INTERNATIONAL, INC.",ACTIVA,search_aprobado
"ABRAXIS BIOSCIENCE MANUFACTURING, LLC/ APP PHARMACEUTICALS MANUFACTURING, LLC",250-1531,"APP PHARMACEUTICALS MANUFACTURING, LLC",DISUELTA,search_aprobado
PANIFICADORA BORINQUEÑA LLC,420110-1511,PANIFICADORA BORINQUEÑA  LLC,ACTIVA,search_aprobado
NEVA Plastics Manufacturing,56111-111,NEVA PLASTICS MANUFACTURING CORP.,CANCELADA,search_aprobado
Regulatory Compliance Ser Corp,100454-111,"REGULATORY COMPLIANCE, INC.",CANCELADA,search_aprobado
SENSORMATIC ELECTRONICS CORPORATION (PR),6121-112,SENSORMATIC ELECTRONICS CORPORATION,CANCELADA,search_aprobado
Condado Window Hurricane,108701-111,"CONDADO WINDOW HURRICANE PROTECTION, INC.",ACTIVA,search_aprobado
Hindustan Platinum PR,427906-1511,HINDUSTAN PLATINUM P.R. LLC,ACTIVA,search_aprobado
"LOGROB SCAFOLD EQUIPMENT RENTAL, INC.",90790-111,"LOGROB SCAFFOLD EQUIPMENT RENTAL, INC.",CANCELADA,search_aprobado
"Caribbean Truck Bodies and Equipment, Inc.",125491-111,"CARIBBEAN TRUCK BODIES AND EQUIPMENT,INC.",ACTIVA,search_aprobado
CARIBBEAN TRUCK BODIES & EQUIPMENT INC.,125491-111,"CARIBBEAN TRUCK BODIES AND EQUIPMENT,INC.",ACTIVA,search_aprobado
Rubber & Plastics Specialties,70242-111,"RUBBER & PLASTIC SPECIALTIES, CORP.",DISUELTA,search_aprobado
Jorge W Cruz Lopez,112374-111,JORGE W. CRUZ LOPEZ INC.,CANCELADA,search_aprobado
"MEGA TRAN INDUSTRIAL CORP (ANTES) MEGA-TRAN, INC.",150700-111,MEGA-TRAN INDUSTRIAL CORP.,ACTIVA,search_aprobado
WPR LA CERAMICA L.P.S.E.,141960-111,WPR LA CERAMICA GP INC.,DISUELTA,search_aprobado
Sealy Mattress Company of PR ,1243-112,SEALY MATTRESS COMPANY OF PUERTO RICO,ACTIVA,search_aprobado
"Springs for Bedding Manufacturing, Inc.",61636-111,SPRINGS FOR BEDDING MANUFACTURING CORP.,ACTIVA,search_aprobado
MP Export and Import Inc.,165655-111,MP EXPORT & IMPORT INC.,CANCELADA,search_aprobado
Recicladora del Caribe,148008-1011,"RECICLADORA DEL CARIBE, INC.",CANCELADA,search_aprobado
SATCO PRODUCTS PUERTO RICO INC,127395-111,"SATCO PRODUCTS OF PUERTO RICO, INC.",ACTIVA,search_aprobado
"LONGO EN TECH PUERTO RICO, LLC",4097-1531,"LONGO-EN TECH PUERTO RICO, LLC",ACTIVA,search_aprobado
"CERAMCO MANUFACTURING, CORP.",7806-112,CERAMCO MANUFACTURING CO.,RETIRADA,search_aprobado
CERAMCO MANUFACTURING BV,7806-112,CERAMCO MANUFACTURING CO.,RETIRADA,search_aprobado
Gegloma Realty Corporations,52001-111,GEGLOMA REALTY CORPORATION,ACTIVA,search_aprobado
Emanuelli Research & Development Center,337422-1511,EMANUELLI RESEARCH & DEVELOPMENT CENTER LLC,ACTIVA,search_aprobado
EDWARDS LIFESCIENCES TECHNOLOGY ,5-1533,"EDWARDS LIFESCIENCES TECHNOLOGY SARL,  LLC",ACTIVA,search_aprobado
"Bloques Carmelos Inc,.",23360-111,"BLOQUES CARMELO, INC.",DISUELTA,search_aprobado
"Quality Windows & Doors, Inc.",112756-111,"QUALITY WINDOWS AND DOORS, INC.",CANCELADA,search_aprobado
Tech Aerofoam Products ,2892-112,"TECH-AEROFOAM PRODUCTS INTERNATIONAL, INC.",DISUELTA,search_aprobado
Iroko Pharmaceuticals Puerto Rico Corp.,336218-111,IROKO PHARMACEUTICALS PUERTO RICO CORPORATION,DISUELTA,search_aprobado
COMITIA MOLINA INTERNACIONAL CORP.,90556-111,COMITIA MOLINA INTERNATIONAL CORP.,DISUELTA,search_aprobado
"MEDICAL & VACCINE PRODUCTS, INC. D/B/A VICTORIA MEDICAL",82115-111,"MEDICAL & VACCINE PRODUCTS, INC.",DISUELTA,search_aprobado
Jimenez davila & Associates Inc.,102945-111,"JIMENEZ DAVILA AND ASSOCIATES, INC.",DISUELTA,search_aprobado
"DIS-PACH TRASPORTATION PUERTO RICO, INC.",105514-111,"DIS-PACH TRANSPORTATION PUERTO RICO, INC",CANCELADA,search_aprobado
AJ Oster Caribe LLC,7194-112,"A.J. OSTER CARIBE, INC.",CONVERSIÓN,search_aprobado
"A.J. OSTER CARIBE, LLC",7194-112,"A.J. OSTER CARIBE, INC.",CONVERSIÓN,search_aprobado
SYNOVIS CARIBE IN,130614-111,"SYNOVIS CARIBE', INC.",DISUELTA,search_aprobado
"GFR Media, Inc (Advanced Graphic Printing)",97222-111,"ADVANCED GRAPHIC PRINTING, INC.",FUSIONADA,search_aprobado
NS Export Management Services,175088-111,"NS EXPORT MANAGEMENT SERVICES, INC.",DISUELTA,search_aprobado
Fadyro Distributors,102682-111,"FADYRO DISTRIBUTORS, INC.",ACTIVA,search_aprobado
Caribbean Office Design a div of COD Contract Corp,180265-111,COD CONTRACT CORP.,ACTIVA,search_aprobado
Productos La Samaritana,169340-111,PRODUCTO LA SAMARITANA INC.,ACTIVA,search_aprobado
Mark Trece of Puerto Rico,52371-111,"MARK/TRECE DE PUERTO RICO, INC.",CANCELADA,search_aprobado
"Jackson Hudson, Corp",157679-111,JACKSON HUDSON CORPORATION,CANCELADA,search_aprobado
"NORAT ENVIRONMENTAL SAFETY PRODUCTS, INC.",85388-111,"NORAT ENVIROMENTAL SAFETY PRODUCTS, INC.",CANCELADA,search_aprobado
Pac Tech International Inc.,133304-111,"PAC-TECH INTERNATIONAL, INC.",ACTIVA,search_aprobado
"ZIMMER CARIBE, INC. / ZIMMER MANUFACTURING, BV",13583-112,ZIMMER MANUFACTURING  B.V.,ACTIVA,search_aprobado
ZIMMER MANUFACTURING B.V.,13583-112,ZIMMER MANUFACTURING  B.V.,ACTIVA,search_aprobado
"KIMBERLY CLARK PUERTO RICO, INC.",1327-112,"KIMBERLY-CLARK INTERNATIONAL, S. A.",RETIRADA,search_aprobado
Kimberly Clark PR Inc.,1327-112,"KIMBERLY-CLARK INTERNATIONAL, S. A.",RETIRADA,search_aprobado
Master Lum,129498-111,"MASTER LUM, INC.",CANCELADA,search_aprobado
"OLIMPIC PLAYGROUND MFG., INC.",50390-111,"OLIMPIC PLAYGROUND MANUFACTURING, CO., INC.",DISUELTA,search_aprobado
SACHS CHEMICALS INC,63517-111,"SACHS CHEMICAL, INC.",ACTIVA,search_aprobado
Momentum Creative Labs,339021-1511,MOMENTUM CREATIVE LABS LLC,DISUELTA,search_aprobado
PRODUCTOS DE CEMENTO INC,16602-111,"PRODUCTOS DE CEMENTOS, INC.",CANCELADA,search_aprobado
Correa Tire Distributors Inc.,99191-111,"CORREA TIRE DISTRIBUTOR, INC.",ACTIVA,search_aprobado
CC PALLETS,121818-111,CC PALLETS  INC.,ACTIVA,search_aprobado
"CITRIX SYSTEMS PUERTO RICO / KNOWLITY INTERNATIONAL, CORP.",182947-111,"CITRIX SYSTEMS PUERTO RICO, CORP.",ACTIVA,search_aprobado
Nelson Gutierrez,101654-111,"NELSON GUTIERREZ, INC.",ACTIVA,search_aprobado
"CDI LABORATORIES, INC. (CARIBBEAN DAIRY INSTITUTE, INC.)",132153-111,"CDI LABORATORIES, INC.",ACTIVA,search_aprobado
"RAC Manufacturing Company, LLC",161994-111,"RAC MANUFACTURING COMPANY, INC.",CONVERSIÓN,search_aprobado
Forto Chemical Corp,17012-111,FORTO CHEMICAL CORPORATION,CANCELADA,search_aprobado
CORDECO NORTHWEST CORP.,99835-111,CORDECO NORTHWEST CORPORATION,ACTIVA,search_aprobado
Puerto Rico Pallet Recycling,101463-111,PUERTO RICO PALLET RECYCLING INC.,ACTIVA,search_aprobado
Caribe Pallets and Packaging,69392-111,CARIBE PALLETS & PACKAGING CORPORATION,ACTIVA,search_aprobado
Caribe Pallets & Packaging Corp,69392-111,CARIBE PALLETS & PACKAGING CORPORATION,ACTIVA,search_aprobado
"KINGS SPORTS WEAR & PRO-SHOP, INC.",134779-111,"KING´S SPORTS WEAR & PRO SHOP, INC.",CANCELADA,search_aprobado
Quality for Business Success,79822-111,"QUALITY FOR BUSINESS SUCCESS, INC.",CONVERSIÓN,search_aprobado
"CANTERA CARRAIZO,INC.",56425-111,"CANTERA CARRAIZO, INC.",ACTIVA,search_aprobado
CARLA'S SWEETS CORP.,93850-111,"CARLA S SWEETS, CORP",ACTIVA,search_aprobado
"Telemedik Innova Health Solutions, Inc.",173854-111,"TELEMEDIK INNOVA HEALTHSOLUTIONS, INC.",ACTIVA,search_aprobado
Integrated Solutions Outsourcing Group Inc.,158728-111,INTEGRATED SOLUTIONS AND  OUTSOURCING GROUP INC.,ACTIVA,search_aprobado
"INTEGRATED SOLUTIONS & OUTSOURCING GROUP, INC.",158728-111,INTEGRATED SOLUTIONS AND  OUTSOURCING GROUP INC.,ACTIVA,search_aprobado
Bethel Protective System LLC,438357-1511,"BETHEL PROTECTIVE SYSTEMS,  LLC",ACTIVA,search_aprobado
"MYLAN, INC. AND MYLAN CARIBE, INC.",10559-112,"MYLAN CARIBE, INC.",CANCELADA,search_aprobado
"SHELVINGS CARIBE, INC.",28299-111,"SHELVING CARIBE, INC.",ACTIVA,search_aprobado
Star Wire Products Inc.,42410-111,"WIRE PRODUCTS, INC. (STAR)",DISUELTA,search_aprobado
Sociedades Santa Marina,138228-111,"SOCIEDADES SANTA MARINA, INC.",ACTIVA,search_aprobado
"Hambleton Group Companies,Iinc",72371-111,"HAMBLETON GROUP COMPANIES, INC.",ACTIVA,search_aprobado
Chevron Phillips Chemical PR,4820-112,CHEVRON CHEMICAL CO. OF P.R.,CANCELADA,search_aprobado
"COPAN Industries, Inc.",407361-111,"COPAN INDUSTRIES,  INC.",ACTIVA,search_aprobado
Axesa Información S en C.,105730-111,AXESA SERVICIOS DE INFORMACIÓN INC.,DISUELTA,search_aprobado
Edwards Lifesciences Export PR,115127-111,EDWARDS LIFESCIENCES EXPORT (PUERTO RICO) CORPORATION,ACTIVA,search_aprobado
Fábrica de Mujeres La Caborrojeña,138145-111,"FABRICA DE MUEBLES ""LA CABORROJEÑA"" INC.",ACTIVA,search_aprobado
"Island Coil Corporation
",60470-111,ISLAND COIL CORPORATION,ACTIVA,search_aprobado
SQUARE KNOT CORP.,90289-111,SQUARE KNOT CORPORATION,ACTIVA,search_aprobado
"MENTOR  TECHNICAL GROUP, CORP.",115236-111,MENTOR TECHNICAL GROUP CORP.,ACTIVA,search_aprobado
Girard Manufacturing,56854-111,"GIRARD MANUFACTURING, INC.",ACTIVA,search_aprobado
KURY MANUFACTURING INC,40509-111,KURY MANUFACTURING CO. INC.,ACTIVA,search_aprobado
"Kury Manufacturing, Inc.",40509-111,KURY MANUFACTURING CO. INC.,ACTIVA,search_aprobado
"R.J. REYNOLDS TABACCO COMPANY/ R.J. REYNOLDS TABACCO CO. / R.J. REYNOLDS TABACCO (CI), CO.",12071-112,"R.J. REYNOLDS TOBACCO (CI), CO.",ACTIVA,search_aprobado
"Energy Electrical Industrial Supply, Inc.",92056-111,"ENERGY ELECTRIC INDUSTRIAL SUPPLY, INC",DISUELTA,search_aprobado
Nu-Vue Iondustries of PR,2626-112,"NU-VUE INDUSTRIES, INC.",CANCELADA,search_aprobado
Insular Wire Products ,49592-111,INSULAR WIRE PRODUCTS CORPORATION,CANCELADA,search_aprobado
"ALUMINUM & MILLWORK ETC, INC.",116199-111,"ALUMINUM & MILLWORKS ETC., INC.",CANCELADA,search_aprobado
Eric Delgado d/b/a Promotional Enhancing Services,86512-111,"PROMOTIONAL ENHANCING SERVICES, INC.",CANCELADA,search_aprobado
CB REAL ESTATE CORP,117422-111,CB REAL ESTATE L.L.C.,ACTIVA,search_aprobado
Caguas Orthopedics Center,20628-111,"CAGUAS ORTHOPEDIC CENTER, INC.",CANCELADA,search_aprobado
TRUJILLO ALTO METAL CORPORATION,30909-111,TRUJILLO ALTO METAL DOOR CORPORATION,CANCELADA,search_aprobado
Isla Verde Brewing,92268-111,"ISLA VERDE BREWING COMPANY, INC.",CANCELADA,search_aprobado
Airport Aviation Services,29070-111,"AIRPORT AVIATION SERVICES, INC.",ACTIVA,search_aprobado
AIRPORT AVIATION SERVICES CORP,29070-111,"AIRPORT AVIATION SERVICES, INC.",ACTIVA,search_aprobado
"RIWBET INVESTMENT, INC.",197000-1011,"RIWBET INVESTMENT,INC",ACTIVA,search_aprobado
"SNC TELECOMMUNICATION, LLC D/B/A SNC MANUFACTURING",25-1532,"SNC MANUFACTURING, L.L.C.",ACTIVA,search_aprobado
SNC TELECOMUNICATION LLC D/B/A SNC MANUFACTURING ,25-1532,"SNC MANUFACTURING, L.L.C.",ACTIVA,search_aprobado
Olein Recovery,122063-111,OLEIN RECOVERY CORPORATION,ACTIVA,search_aprobado
CPI DEL CARIBE INC,8075-112,"CPI DEL CARIBE, LTD.",CANCELADA,search_aprobado
Guidant CPI Del Caribe LTD,8075-112,"CPI DEL CARIBE, LTD.",CANCELADA,search_aprobado
Atlantic Metal Manufacturing,131557-111,"ATLANTIC METAL MANUFACTURING, INC.",ACTIVA,search_aprobado
ECB Ponce Corp,369393-111,ECB PONCE  CORP.,ACTIVA,search_aprobado
Digital Audiovisual Services,101830-111,"DIGITAL AUDIOVISUAL SERVICES, INC.",ACTIVA,search_aprobado
INDUSTRIAL MANUFACTURING SHEET METAL,125277-111,JR SHEET METAL MANUFACTURING INC.,ACTIVA,search_aprobado
"OSMI Enterprises, Inc. dba Visual Graphics Concepts",170449-1011,"OSMI ENTERPRISES, INC.",ACTIVA,search_aprobado
Luis A Ayala Colón Sucesores Inc.,18845-111,"LUIS A. AYALA COLON SUCRS, INC.",ACTIVA,search_aprobado
Luis A. Ayala Colón,18845-111,"LUIS A. AYALA COLON SUCRS, INC.",ACTIVA,search_aprobado
METALMAX CARIBE LLC ,438393-1511,METALMAX CARIBE  LLC,ACTIVA,search_aprobado
Tuy Investment Group,163522-111,"TUY INVESTMENT GROUP, INC.",ACTIVA,search_aprobado
Alara Pharmaceutical Corp,107526-111,ALARA PHARMACEUTICAL CORPORATION,CANCELADA,search_aprobado
Hamilton Sundstrand de PR,8632-112,"HAMILTON SUNDSTRAND DE PUERTO RICO, INC.",ACTIVA,search_aprobado
Julio Serrano/Impresos Taino,52466-111,"IMPRESOS TAINO, INC.",CANCELADA,search_aprobado
JULIO SERRANO SANTINI H/N/C IMPRESOS TAINO,52466-111,"IMPRESOS TAINO, INC.",CANCELADA,search_aprobado
"Johnson Controls GWS - Puerto Rico, Inc.",93620-111,JOHNSON CONTROLS OF PUERTO RICO INC.,ACTIVA,search_aprobado
Sun Colors Digital Inc.,109904-111,"SUN COLORS DIGITAL GRAPHICS, INC.",ACTIVA,search_aprobado
GLOBAL TURN KEY SERVICES INC.,1003-1532,GLOBAL TURN KEY SERVICES CARIBBEAN LLC,CANCELADA,search_aprobado
INTERNATIONAL PLASTIC PROCESS CORP,164021-111,"INTERNATIONAL PLASTICS PROCESS, CORP.",CANCELADA,search_aprobado
Mays Chemical of Puerto Rico Inc,109198-111,"MAYS CHEMICAL COMPANY OF PUERTO RICO, INC.",ACTIVA,search_aprobado
"WESTROCK-PUERTO RICO, INC. / ANTES ROCKTENN-PUERTO RICO, INC. / antes SMURFIT STONE PUERTO RICO, INC.",157343-111,"WESTROCK-PUERTO RICO, INC.",ACTIVA,search_aprobado
BRENNTAG PUERTO RICO INC,164305-111,"BRENNTAG PUERTO RICO ,  INC.",ACTIVA,search_aprobado
SYMMETRICOM PUERTO RICO INC,6671-112,"SYMMETRICOM PUERTO RICO, LTD",DISUELTA,search_aprobado
Praxair Puerto Rico BV,6968-112,"PRAXAIR PUERTO RICO, INC.",CANCELADA,search_aprobado
Rico Chef Food Products Inc,68583-111,"RICO-CHEF FOOD PRODUCTS, INC.",ACTIVA,search_aprobado
TLS Management and Marketing Services LLC (formerly Tax Law Solutions LLC),2388-1531,TLS MANAGEMENT AND MARKETING SERVICES LLC,ACTIVA,search_aprobado
AMERICAN TELEMEDICINE CENTER CORPO,98060-111,AMERICAN TELEMEDICINE CENTER CORP.,ACTIVA,search_aprobado
Whyeth Whitehall Pharmaceuticals,102117-111,"WYETH-WHITEHALL PHARMACEUTICALS, INC",CONVERSIÓN,search_aprobado
Baxter Healthcare S.A. (d/b/a Baxther Healthcare of Puerto Rico),514290-1511,BAXTER HEALTHCARE OF PUERTO RICO LLC,ACTIVA,search_aprobado
"PEERLESS OIL & CHEMICLS, INC/ COLONIAL CARIBBEAN INC",5860-112,"PEERLESS OIL & CHEMICALS, INC.",ACTIVA,search_aprobado
Performance Chemicals Company,60694-111,"PERFORMANCE CHEMICALS COMPANY, INC.",ACTIVA,search_aprobado
Mi Pan Asociados,33664-111,"MI PAN ASOCIADOS, INC.",ACTIVA,search_aprobado
